ListNumber,Code,OriginalID,Item,Cloze,Sentence,RegionPlacement,OriginalList
6,1M1042,M104,104,M,They decided to use the elevator because the stairwell was too narrow,2,1
6,3H1051,H105,105,H,The audience shouted 'boo!' until the actor walked off the stage,1,3
6,2L1063,L106,106,L,Erica had always wanted to try a new type of paint for the,3,2
6,1M1072,M107,107,M,Every Spring the farmers would make jam and lots of jelly made,2,1
6,3H1081,H108,108,H,They were cutting the cake using a silver knife,1,3
6,2L1093,L109,109,L,Sarah noticed the mouse on the shelf in the,3,2
6,1M1102,M110,110,M,The family wondered whether the visitors wanted to say grace around,2,1
6,3H1111,H111,111,H,The old couple sat together without speaking a single word,1,3
6,2L1123,L112,112,L,During the wedding reception all of the guests noticed the stain on his,3,2
6,1M1132,M113,113,M,She learned how to use makeup from her friends and sisters,2,1
6,3H1141,H114,114,H,Elephants are often hunted for the ivory in their,1,3
6,2L1153,L115,115,L,Tim's classmate tried to steal his phone and password at some,3,2
6,1M1162,M116,116,M,He had a big date and he needed to buy a suit,2,1
6,3H1171,H117,117,H,She added chives and sour cream to the baked potato,1,3
6,2L1183,L118,118,L,The store always charged too much for a gallon,3,2
6,1M1192,M119,119,M,The customer left without finishing his last sip of coffee at,2,1
6,3H1201,H120,120,H,The motorcycle jacket was made out of black leather,1,3
6,2L1213,L121,121,L,My supervisor and coworkers have never seen me laugh at,3,2
6,1M1222,M122,122,M,They weren't able to play Monopoly because they had lost the dice,2,1
6,3H1231,H123,123,H,The woman would need a raincoat to avoid,1,3
6,2L1243,L124,124,L,When she moved away my girlfriend sold the black dress with,3,2
6,1M1252,M125,125,M,The elderly shepherd sold a large amount of wool that was,2,1
6,3H1261,H126,126,H,Germs are spread when people cough or sneeze,1,3
6,2L1273,L127,127,L,The investment banker was supposed to meet his client at a nice hotel in,3,2
6,1M1282,M128,128,M,Emma bragged to her friends that she had gotten her first kiss on,2,1
6,3H1291,H129,129,H,My medical records are accessible to the nurse and the doctor,1,3
6,2L1303,L130,130,L,The museum display had some pictures of a giant squid with long,3,2
6,1M1312,M131,131,M,On her eighteenth birthday her parents got her tickets see the band that,2,1
6,3H1321,H132,132,H,To water the huge garden they needed a long hose,1,3
6,2L1333,L133,133,L,He knew that it was important to have a goal during the,3,2
6,1M1342,M134,134,M,The janitor decided to purchase a new brand of,2,1
6,3H1351,H135,135,H,After the meal she ate her sundae with a small metal spoon with,1,3
6,2L1363,L136,136,L,Before the party they bought a large pumpkin at the Farmer's,3,2
6,1M1372,M137,137,M,To get some peace and quiet he went to the library down,2,1
6,3H1381,H138,138,H,Bill raked up all the leaves in front,1,3
6,2L1393,L139,139,L,The child carried the black rubber gloves in the,3,2
6,1M1402,M140,140,M,The scientists were extracting the DNA from a cell in a,2,1
6,3H1411,H141,141,H,The water from her umbrella collected in a big puddle,1,3
6,2L1423,L142,142,L,At the end of the day her clothes were covered with flour from the,3,2
6,1M1432,M143,143,M,The man really wanted to fry some more eggs,2,1
6,3H1441,H144,144,H,The gentleman lit the candle using a single match,1,3
6,1L1453,L145,145,L,After he returned home from his travels Jim became a farmer in his,3,1
6,3M1462,M146,146,M,The burglar stole the painting but left the elegant frame made,2,3
6,2H1471,H147,147,H,The immigrant left Mexico and tried to cross the,1,2
6,1L1483,L148,148,L,The animal in the zoo enclosure was trying to clean its beak and,3,1
6,3M1492,M149,149,M,At the restaurant he didn't want anything to drink at,2,3
6,2H1501,H150,150,H,The hikers climbed to the summit of the mountain,1,2
6,1L1513,L151,151,L,Everett's dad asked if he could move the tent near the,3,1
6,3M1522,M152,152,M,The team discovered the fertile crops in a valley somewhere,2,3
6,2H1531,H153,153,H,The cow gave birth to the brown calf,1,2
6,1L1543,L154,154,L,The food scientists were developing a new type of candy with,3,1
6,3M1552,M155,155,M,They used naloxone to treat an overdose in the,2,3
6,2H1561,H156,156,H,Before the show the sick opera singer suddenly lost her voice,1,2
6,1L1573,L157,157,L,John and his wife prepared for the annual sale which always attracted,3,1
6,3M1582,M158,158,M,While facing the target he picked up his bow,2,3
6,2H1591,H159,159,H,A boa constrictor is a very dangerous type of snake,1,2
6,1L1603,L160,160,L,To paint the ceiling the decorator needed a stool in the,3,1
6,3M1612,M161,161,M,They fled in fear when the house started shaking all of,2,3
6,2H1621,H162,162,H,My sister enjoys poetry painting and other forms of art,1,2
6,1L1633,L163,163,L,The chef said that he had run out of ideas to solve the,3,1
6,3M1642,M164,164,M,She brought the needle to inject some insulin to control her,2,3
6,2H1651,H165,165,H,Jesus was crucified on a large wooden cross,1,2
6,1L1663,L166,166,L,Apparently because James didn't have a pen he couldn't sign his yearbook after,3,1
6,3M1672,M167,167,M,There were a lot of old clothes stored in the attic,2,3
6,2H1681,H168,168,H,After the goose injured its wing it could no longer fly,1,2
6,1L1693,L169,169,L,The boyscout always carried a firstaid kit and a compass in his,3,1
6,3M1702,M170,170,M,My brother got his teeth knocked out while trying to play hockey,2,3
6,2H1711,H171,171,H,My favorite part of Spring is when the flowers begin to,1,2
6,1L1723,L172,172,L,They suspected there was something wrong with the air,3,1
6,3M1732,M173,173,M,Before leaving the driveway my wife checked the baby's diaper,2,3
6,2H1741,H174,174,H,Apples are definitely his favorite type of,1,2
6,1L1753,L175,175,L,At the ancient burial site they found weapons made of wood with smooth,3,1
6,3M1762,M176,176,M,Perched up on the powerline he saw a small white dove with,2,3
6,2H1771,H177,177,H,The editor who hates Times New Roman decided to switch the font,1,2
6,1L1783,L178,178,L,Luckily the old woman found lots of interesting programs on the radio that,3,1
6,3M1792,M179,179,M,The rescue workers recently found an old hermit living alone on the island,2,3
6,2H1801,H180,180,H,Because they are nocturnal creatures all bats hunt at night,1,2
6,1L1813,L181,181,L,Charlotte finished reading a book about a rare kind of flower according to,3,1
6,3M1822,M182,182,M,The students at Hogwarts had trouble understanding the spell for,2,3
6,2H1831,H183,183,H,It's easy to spot a zebra because of its,1,2
6,1L1843,L184,184,L,All of us knew that Eric wouldn't want to sleep after all the,3,1
6,3M1852,M185,185,M,On their country drive they had trouble seeing the small sign in,2,3
6,2H1861,H186,186,H,We had to guess heads or tails when the referee flipped the,1,2
6,1L1873,L187,187,L,I was very uncomfortable because I had a cramp in my hand at the,3,1
6,3M1882,M188,188,M,They were out of lemonade so instead they drank soda all,2,3
6,2H1891,H189,189,H,She couldn't get the thread through the eye of the,1,2
6,1L1903,L190,190,L,Elizabeth didn't like to attend church choir in the,3,1
6,3M1912,M191,191,M,She is deathly allergic to those types of bees in,2,3
6,2H1921,H192,192,H,The teacher walked up to the board and grabbed a piece of,1,2
6,1L1933,L193,193,L,Timmy wanted to hear another bedtime story about the elves on Christmas,3,1
6,3M1942,M194,194,M,The chemicals floating in the water can damage your skin,2,3
6,2H1951,H195,195,H,To make the cake sweet he added some more,1,2
6,1L1963,L196,196,L,The students were ducking for cover when they heard the siren off in the,3,1
6,3M1972,M197,197,M,In the warrior's tomb the team discovered a large wooden shield covered,2,3
6,2H1981,H198,198,H,For my mother's birthday we threw a huge party that made,1,2
6,1L1993,L199,199,L,Eric picked up his friend and brought him to court on,3,1
6,3M2002,M200,200,M,At the breakfast buffet the conference was serving coffee and tea on the,2,3
6,2H2011,H201,201,H,Before meeting Brad she put on black eyeliner and some red lipstick,1,2
6,1L2023,L202,202,L,My picky younger brother refused to eat the banana at,3,1
6,3M2032,M203,203,M,Up in the poplar tree the stray cat found a nest made,2,3
6,2H2041,H204,204,H,After the body was discovered our neighbor was arrested for,1,2
6,1L2053,L205,205,L,The merchant paid for the goods with a golden crown with bright,3,1
6,3M2062,M206,206,M,George chose not to join the army,2,3
6,2H2071,H207,207,H,Of all the animals the giraffe is known for its long neck,1,2
6,1L2083,L208,208,L,While running her errands she forgot to take her keys with,3,1
6,3M2092,M209,209,M,The two Russians played another round of chess at,2,3
6,2H2101,H210,210,H,The king died because the assassin filled his cup with,1,2
6,1L2113,L211,211,L,Brazil is known to import lots of lumber livestock and gold from,3,1
6,3M2122,M212,212,M,She spat out the fruit because it was too sour,2,3
6,2H2131,H213,213,H,The murderer's knife and clothes were covered in blood,1,2
6,1L2143,L214,214,L,The neighborhood at the top of the tall hill was very quiet and,3,1
6,3M2152,M215,215,M,We definitely saw the fish swallow the hook with the,2,3
6,2H2161,H216,216,H,The hopeful girl wished upon a star up,1,2
