ListNumber,Code,OriginalID,Item,Cloze,Sentence,RegionPlacement,OriginalList
5,3L693,L69,69,L,He tried to scare off the animal using a rake earlier this,3,3
5,2M702,M70,70,M,While visiting court the priest read the ancient scroll,2,2
5,1H711,H71,71,H,The author signed a copy of her new book,1,1
5,3L723,L72,72,L,My brother remembered to bring his whistle during the soccer,3,3
5,1M732,M73,73,M,The king remembered that he had one final wish from,2,1
5,3H741,H74,74,H,The kids thought that the scary old woman was probably a,1,3
5,2L753,L75,75,L,The police knew that there were people living in the cave in the,3,2
5,1M762,M76,76,M,Our mother told my sister to always clean her teeth,2,1
5,3H771,H77,77,H,He usually eats a whole orange rather than just drinking the,1,3
5,2L783,L78,78,L,After some discussion they decided to remove the broken tooth that was,3,2
5,1M792,M79,79,M,The senator's wife was very angry about the election that was,2,1
5,3H801,H80,80,H,The barber gave Brian a nice looking haircut,1,3
5,2L813,L81,81,L,When Peter got out of prison everyone knew he was a liar with real,3,2
5,1M822,M82,82,M,Jack remembered that he left something in the oven,2,1
5,3H831,H83,83,H,In the election people younger than eighteen aren't allowed to vote,1,3
5,2L843,L84,84,L,The doctor isn't able to do anything about my throat which is,3,2
5,1M852,M85,85,M,To kill all the bacteria you should add a little bleach to,2,1
5,3H861,H86,86,H,The climbers and guide were attached to each other by a rope,1,3
5,2L873,L87,87,L,After receiving her paycheck she wanted to buy a ring with a big,3,2
5,1M882,M88,88,M,We saw our neighbor was working on the lawn in front of,2,1
5,3H891,H89,89,H,The gym won't let me swim in their heated,1,3
5,2L903,L90,90,L,She decided they should take an extended vacation to get some relief like we,3,2
5,1M912,M91,91,M,The famous writer had just run out of ink in,2,1
5,3H921,H92,92,H,My wife hangs the wet clothes outside to dry,1,3
5,2L933,L93,93,L,When I came home yesterday I saw that Victor was fixing his desk near the,3,2
5,1M942,M94,94,M,The cheerful woman hurried over to set up camp after the,2,1
5,3H951,H95,95,H,Camels can travel across the hot sands of the,1,3
5,2L963,L96,96,L,There was a large pile of dirty towels on the bed in the,3,2
5,1M972,M97,97,M,To get warm the two arctic explorers climbed inside a small igloo on,2,1
5,3H981,H98,98,H,Because the work was repetitive he thought it was,1,3
5,2L993,L99,99,L,The seamstress sewed two sheets and a veil made of,3,2
5,1M1002,M100,100,M,The collector of Chinese artifacts had just acquired the expensive vase made,2,1
5,3H1011,H101,101,H,They got a loan to start their own small,1,3
5,2L1023,L102,102,L,Every Spring my family cleans out the basement and the chimney of the,3,2
5,1M1032,M103,103,M,Johnathan told the banker that he'd lost his,2,1
5,3H1041,H104,104,H,They had to walk single file because the path was too,1,3
5,2L1053,L105,105,L,When we walked inside we all saw Johnathan on the stage all by,3,2
5,1M1062,M106,106,M,At Home Depot they didn't sell the right kind of paint for,2,1
5,3H1071,H107,107,H,She smothered the sandwich with peanut butter and lots of jelly,1,3
5,2L1083,L108,108,L,When my grandfather died I inherited a silver knife that was,3,2
5,1M1092,M109,109,M,Sarah arranged the items on the shelf in,2,1
5,3H1101,H110,110,H,Before eating dinner the family held hands to say grace,1,3
5,2L1113,L111,111,L,During his stay the visitor only used a single word the entire,3,2
5,1M1122,M112,112,M,My roommate needed some advice on how to remove the stain on,2,1
5,3H1131,H113,113,H,She was the youngest out of all her brothers and,1,3
5,2L1143,L114,114,L,The smugglers could not find a buyer for their tusks before,3,2
5,1M1152,M115,115,M,Tim had forgotten his mother's email address and password at,2,1
5,3H1161,H116,116,H,To look good at the funeral he needed to buy a,1,3
5,2L1173,L117,117,L,The waiter recommended the seafood linguini or the baked potato that was,3,2
5,1M1182,M118,118,M,The thirsty police officer could probably drink a,2,1
5,3H1191,H119,119,H,Melissa asks for decaf when ordering her cup of coffee,1,3
5,2L1203,L120,120,L,For her project she bought lots of black leather and tough,3,2
5,1M1212,M121,121,M,The coach of our team always made me laugh,2,1
5,3H1221,H122,122,H,To take her turn at Monopoly Helen rolled both of the,1,3
5,2L1233,L123,123,L,He doesn't run very often because he hates getting wet,3,2
5,1M1242,M124,124,M,In her bedroom she was looking for her black dress,2,1
5,3H1251,H125,125,H,Shearing the sheep produced a large amount of wool that,1,3
5,2L1263,L126,126,L,People always notice when I laugh or sneeze around other,3,2
5,1M1272,M127,127,M,For the wedding reception they were supposed to meet at a nice hotel,2,1
5,3H1281,H128,128,H,The curse could only be broken by her true love's first kiss,1,3
5,2L1293,L129,129,L,She had to be interviewed by the lawyer and the doctor at the,3,2
5,1M1302,M130,130,M,The group of scientists was attacked by a giant squid with,2,1
5,3H1311,H131,131,H,Jenna loved playing the guitar so she decided to join the band,1,3
5,2L1323,L132,132,L,Over at the loading dock they needed a long hose with an,3,2
5,1M1332,M133,133,M,Their team never won because they never got a goal during,2,1
5,3H1341,H134,134,H,In the shower he accidentally dropped the bar,1,3
5,2L1353,L135,135,L,At the flea market in Sacramento he bought a small metal spoon with a long,3,2
5,1M1362,M136,136,M,For the pie they bought a large pumpkin at the,2,1
5,3H1371,H137,137,H,Because it was overdue Billy returned the book to the library,1,3
5,2L1383,L138,138,L,Watson gathered up all the leaves in front of his,3,2
5,1M1392,M139,139,M,The trainee used the thick rubber gloves in,2,1
5,3H1401,H140,140,H,DNA is housed within the nucleus of a cell in,1,3
5,2L1413,L141,141,L,The drinks that they didn't finish made a big puddle on the,3,2
5,1M1422,M142,142,M,The chef dumped out the measuring cup that was filled with flour from,2,1
5,3H1431,H143,143,H,The hen was going to lay some more,1,3
5,2L1443,L144,144,L,None of the man's coworkers had a single match which was,3,2
5,3M1452,M145,145,M,After returning home from the big city Jim became a farmer in,2,3
5,2H1461,H146,146,H,To display the beautiful photo she ordered an elegant frame,1,2
5,1L1473,L147,147,L,The kids were scared about trying to cross the border into,3,1
5,3M1482,M148,148,M,The bald eagle was trying to attack the hunters using its beak,2,3
5,2H1491,H149,149,H,He was very thirsty and needed something to drink,1,2
5,1L1503,L150,150,L,The scholars learned about the history of the mountain in the,3,1
5,3M1512,M151,151,M,The kids at summer camp slept in the tent near,2,3
5,2H1521,H152,152,H,The city lies between two hills in a valley,1,2
5,1L1533,L153,153,L,Bill went to check on the brown calf in the,3,1
5,3M1542,M154,154,M,While touring the factory Bill sampled several pieces of candy,2,3
5,2H1551,H155,155,H,The heroin addict died of an overdose in,1,2
5,1L1563,L156,156,L,Before leaving to buy groceries my aunt suddenly lost her voice and couldn't,3,1
5,3M1572,M157,157,M,He spent lots of money at the annual sale which always,2,3
5,2H1581,H158,158,H,The archer pulled back the string of his,1,2
5,1L1593,L159,159,L,My little sister had never seen that type of snake in the,3,1
5,3M1602,M160,160,M,During timeout Suzie had to sit on a stool in,2,3
5,2H1611,H161,161,H,When the earthquake began the whole building started shaking all,1,2
5,1L1623,L162,162,L,They hired the consultant because of her knowledge of art from the,3,1
5,3M1632,M163,163,M,The consultant said that he had run out of ideas to solve,2,3
5,2H1641,H164,164,H,The diabetic lady needed to inject some insulin to control,1,2
5,1L1653,L165,165,L,In the gallery there was a wooden cross made of,3,1
5,3M1662,M166,166,M,In high school I wrote my boyfriend a message in his yearbook,2,3
5,2H1671,H167,167,H,They stored all of the Halloween decorations up in the,1,2
5,1L1683,L168,168,L,When he dropped the new toy it could no longer fly or move,3,1
5,3M1692,M169,169,M,My brother always carried a pocket knife and a compass in,2,3
5,2H1701,H170,170,H,They didn't have a puck or skates so they couldn't play,1,2
5,1L1713,L171,171,L,We started watering the yard because the plants had begun to bloom out,3,1
5,3M1722,M172,172,M,The factory built expensive machines to filter the,2,3
5,2H1731,H173,173,H,To prevent a mess the caregiver checked the baby's,1,2
5,1L1743,L174,174,L,Jason brought his parents a lot of fruit as,3,1
5,3M1752,M175,175,M,To repair the cabinet he needed several different types of wood with,2,3
5,2H1761,H176,176,H,The bird typically used to symbolize peace is a white dove,1,2
5,1L1773,L177,177,L,Brenda had a change of heart and decided to switch the font of the,3,1
5,3M1782,M178,178,M,The woman learned some news about the approaching hurricane on the radio,2,3
5,2H1791,H179,179,H,The sailors saw a single palm tree in the center of the,1,2
5,1L1803,L180,180,L,The student was going to get her degree at night in the,3,1
5,3M1812,M181,181,M,As an anniversary gift she received a rare kind of flower according,2,3
5,2H1821,H182,182,H,Merlin needed his magic wand to cast the spell,1,2
5,1L1833,L183,183,L,It's easy to recognize a piranha because of its stripes and,3,1
5,3M1842,M184,184,M,My nephew told us that he didn't want to sleep after all,2,3
5,2H1851,H185,185,H,When exiting the highway they had trouble reading the small sign,1,2
5,1L1863,L186,186,L,He was carrying so much stuff in his hands he dropped the coin in,3,1
5,3M1872,M187,187,M,I couldn't finish writing because there was something wrong with my hand at,2,3
5,2H1881,H188,188,H,The kids had lots of cavities because they drank soda,1,2
5,1L1893,L189,189,L,During arts and crafts she broke the tip of the needle while,3,1
5,3M1902,M190,190,M,Every Easter they heard the church choir in,2,3
5,2H1911,H191,191,H,The honey was produced by a hive of bees,1,2
5,1L1923,L192,192,L,While searching around in the garage the man found a piece of chalk during,3,1
5,3M1932,M193,193,M,His children thought the games were made by the elves on,2,3
5,2H1941,H194,194,H,Not using sunscreen at the beach can damage your,1,2
5,1L1953,L195,195,L,I reminded my wife that we needed some more sugar and,3,1
5,3M1962,M196,196,M,When Dennis got closer to the intersection he heard the siren off in,2,3
5,2H1971,H197,197,H,The warrior blocked the spear thrust with his large wooden shield,1,2
5,1L1983,L198,198,L,Right beside the lake there was a huge party that made the neighbors,3,1
5,3M1992,M199,199,M,Susan was angry at Eric and took him to court,2,3
5,2H2001,H200,200,H,At two o'clock the British family always has crumpets and tea on,1,2
5,1L2013,L201,201,L,At the store she bought some black pens and some red lipstick that looked,3,1
5,3M2022,M202,202,M,Because of fruit flies he threw away the banana,2,3
5,2H2031,H203,203,H,Before laying its eggs the robin had to build a nest,1,2
5,1L2043,L204,204,L,When the building burned down the man was arrested for murder and,3,1
5,3M2052,M205,205,M,On the king's nightstand the men saw a golden crown with,2,3
5,2H2061,H206,206,H,The soldier decided to quit the,1,2
5,1L2073,L207,207,L,Of all the animals the peacock is known for its long neck and distinctive,3,1
5,3M2082,M208,208,M,As she rushed out she forgot to take her keys,2,3
5,2H2091,H209,209,H,The checkmate abruptly ended their game of chess,1,2
5,1L2103,L210,210,L,The small dagger that the soldier carried was covered with poison last,3,1
5,3M2112,M211,211,M,The miners were able to extract lots of iron and gold,2,3
5,2H2121,H212,212,H,She puckered her lips because the lemon was too,1,2
5,1L2133,L213,213,L,The woman's counter and refrigerator were covered in blood from the,3,1
5,3M2142,M214,214,M,The group of people sitting in the concert hall was very quiet,2,3
5,2H2151,H215,215,H,The fisherman attached the worm to the hook with,1,2
5,1L2163,L216,216,L,On the canvas Andrew drew a star up in the,3,1
