ListNumber,Code,OriginalID,Item,Cloze,Sentence,RegionPlacement,OriginalList
2,3H1141,H114,114,H,Elephants are often hunted for the ivory in their,1,3
2,1M1152,M115,115,M,Tim had forgotten his mother's email address and password at,2,1
2,2L1163,L116,116,L,Because he's visiting his grandma soon he needed to buy a suit at,3,2
2,3H1171,H117,117,H,She added chives and sour cream to the baked potato,1,3
2,1M1182,M118,118,M,The thirsty police officer could probably drink a,2,1
2,2L1193,L119,119,L,Melissa has difficulty when she's picking a type of coffee at the,3,2
2,3H1201,H120,120,H,The motorcycle jacket was made out of black leather,1,3
2,1M1212,M121,121,M,The coach of our team always made me laugh,2,1
2,2L1223,L122,122,L,While cleaning out the cluttered closet Helen found both of the dice last,3,2
2,3H1231,H123,123,H,The woman would need a raincoat to avoid,1,3
2,1M1242,M124,124,M,In her bedroom she was looking for her black dress,2,1
2,2L1253,L125,125,L,The new factory produced a large amount of wool that was very,3,2
2,3H1261,H126,126,H,Germs are spread when people cough or sneeze,1,3
2,1M1272,M127,127,M,For the wedding reception they were supposed to meet at a nice hotel,2,1
2,2L1283,L128,128,L,She didn't want to make a judgement based on the first kiss on the,3,2
2,3H1291,H129,129,H,My medical records are accessible to the nurse and the doctor,1,3
2,1M1302,M130,130,M,The group of scientists was attacked by a giant squid with,2,1
2,2L1313,L131,131,L,After several rounds of auditions she never heard back from the band that she,3,2
2,3H1321,H132,132,H,To water the huge garden they needed a long hose,1,3
2,1M1332,M133,133,M,Their team never won because they never got a goal during,2,1
2,2L1343,L134,134,L,He forgot to stock up on that type of soap,3,2
2,3H1351,H135,135,H,After the meal she ate her sundae with a small metal spoon with,1,3
2,1M1362,M136,136,M,For the pie they bought a large pumpkin at the,2,1
2,2L1373,L137,137,L,After finishing up at the store they went to the library down the,3,2
2,3H1381,H138,138,H,Bill raked up all the leaves in front,1,3
2,1M1392,M139,139,M,The trainee used the thick rubber gloves in,2,1
2,2L1403,L140,140,L,In his textbook there's a drawing of a cell in a living,3,2
2,3H1411,H141,141,H,The water from her umbrella collected in a big puddle,1,3
2,1M1422,M142,142,M,The chef dumped out the measuring cup that was filled with flour from,2,1
2,2L1433,L143,143,L,The girl was planning to buy some more eggs after,3,2
2,3H1441,H144,144,H,The gentleman lit the candle using a single match,1,3
2,3M1452,M145,145,M,After returning home from the big city Jim became a farmer in,2,3
2,1L1463,L146,146,L,While she was shopping yesterday she bought an elegant frame made of,3,1
2,2H1471,H147,147,H,The immigrant left Mexico and tried to cross the,1,2
2,3M1482,M148,148,M,The bald eagle was trying to attack the hunters using its beak,2,3
2,1L1493,L149,149,L,When school ended my friends just wanted to drink at the,3,1
2,2H1501,H150,150,H,The hikers climbed to the summit of the mountain,1,2
2,3M1512,M151,151,M,The kids at summer camp slept in the tent near,2,3
2,1L1523,L152,152,L,The house sits between two shops in a valley somewhere in,3,1
2,2H1531,H153,153,H,The cow gave birth to the brown calf,1,2
2,3M1542,M154,154,M,While touring the factory Bill sampled several pieces of candy,2,3
2,1L1553,L155,155,L,The celebrity showed signs of an overdose in the motel,3,1
2,2H1561,H156,156,H,Before the show the sick opera singer suddenly lost her voice,1,2
2,3M1572,M157,157,M,He spent lots of money at the annual sale which always,2,3
2,1L1583,L158,158,L,On television the Olympic athlete picked up his bow and,3,1
2,2H1591,H159,159,H,A boa constrictor is a very dangerous type of snake,1,2
2,3M1602,M160,160,M,During timeout Suzie had to sit on a stool in,2,3
2,1L1613,L161,161,L,When the actor approached the audience he started shaking all of a,3,1
2,2H1621,H162,162,H,My sister enjoys poetry painting and other forms of art,1,2
2,3M1632,M163,163,M,The consultant said that he had run out of ideas to solve,2,3
2,1L1643,L164,164,L,The homeless woman tried to inject some insulin to control her blood,3,1
2,2H1651,H165,165,H,Jesus was crucified on a large wooden cross,1,2
2,3M1662,M166,166,M,In high school I wrote my boyfriend a message in his yearbook,2,3
2,1L1673,L167,167,L,The accountant put all of the old documents in the attic at,3,1
2,2H1681,H168,168,H,After the goose injured its wing it could no longer fly,1,2
2,3M1692,M169,169,M,My brother always carried a pocket knife and a compass in,2,3
2,1L1703,L170,170,L,Because football season is over Bill is now training to play hockey at,3,1
2,2H1711,H171,171,H,My favorite part of Spring is when the flowers begin to,1,2
2,3M1722,M172,172,M,The factory built expensive machines to filter the,2,3
2,1L1733,L173,173,L,Before leaving the maternity ward someone checked the baby's diaper for,3,1
2,2H1741,H174,174,H,Apples are definitely his favorite type of,1,2
2,3M1752,M175,175,M,To repair the cabinet he needed several different types of wood with,2,3
2,1L1763,L176,176,L,In the corner of his eye he saw a white dove with outstretched,3,1
2,2H1771,H177,177,H,The editor who hates Times New Roman decided to switch the font,1,2
2,3M1782,M178,178,M,The woman learned some news about the approaching hurricane on the radio,2,3
2,1L1793,L179,179,L,The rescue workers just learned that the captain had died on the island in,3,1
2,2H1801,H180,180,H,Because they are nocturnal creatures all bats hunt at night,1,2
2,3M1812,M181,181,M,As an anniversary gift she received a rare kind of flower according,2,3
2,1L1823,L182,182,L,The princess could not be awakened by the spell for some,3,1
2,2H1831,H183,183,H,It's easy to spot a zebra because of its,1,2
2,3M1842,M184,184,M,My nephew told us that he didn't want to sleep after all,2,3
2,1L1853,L185,185,L,At the Italian restaurant they had trouble reading the small sign in the,3,1
2,2H1861,H186,186,H,We had to guess heads or tails when the referee flipped the,1,2
2,3M1872,M187,187,M,I couldn't finish writing because there was something wrong with my hand at,2,3
2,1L1883,L188,188,L,The hotel didn't have coffee so instead they drank soda all the,3,1
2,2H1891,H189,189,H,She couldn't get the thread through the eye of the,1,2
2,3M1902,M190,190,M,Every Easter they heard the church choir in,2,3
2,1L1913,L191,191,L,The people outside were avoiding the group of bees in the,3,1
2,2H1921,H192,192,H,The teacher walked up to the board and grabbed a piece of,1,2
2,3M1932,M193,193,M,His children thought the games were made by the elves on,2,3
2,1L1943,L194,194,L,The factory produces noxious chemicals that can damage your skin quite,3,1
2,2H1951,H195,195,H,To make the cake sweet he added some more,1,2
2,3M1962,M196,196,M,When Dennis got closer to the intersection he heard the siren off in,2,3
2,1L1973,L197,197,L,The accomplished artist carved the design on the large wooden shield covered in,3,1
2,2H1981,H198,198,H,For my mother's birthday we threw a huge party that made,1,2
2,3M1992,M199,199,M,Susan was angry at Eric and took him to court,2,3
2,1L2003,L200,200,L,When their mother was home they could have brownies and tea on the back,3,1
2,2H2011,H201,201,H,Before meeting Brad she put on black eyeliner and some red lipstick,1,2
2,3M2022,M202,202,M,Because of fruit flies he threw away the banana,2,3
2,1L2033,L203,203,L,While cleaning up outside Jerry had to throw away a nest made of,3,1
2,2H2041,H204,204,H,After the body was discovered our neighbor was arrested for,1,2
2,3M2052,M205,205,M,On the king's nightstand the men saw a golden crown with,2,3
2,1L2063,L206,206,L,The students were learning about the army after,3,1
2,2H2071,H207,207,H,Of all the animals the giraffe is known for its long neck,1,2
2,3M2082,M208,208,M,As she rushed out she forgot to take her keys,2,3
2,1L2093,L209,209,L,They were learning another important rule of chess at Victor's,3,1
2,2H2101,H210,210,H,The king died because the assassin filled his cup with,1,2
2,3M2112,M211,211,M,The miners were able to extract lots of iron and gold,2,3
2,1L2123,L212,212,L,She threw away her meal because it was too sour and,3,1
2,2H2131,H213,213,H,The murderer's knife and clothes were covered in blood,1,2
2,3M2142,M214,214,M,The group of people sitting in the concert hall was very quiet,2,3
2,1L2153,L215,215,L,James didn't have enough money for the hook with the sharp,3,1
2,2H2161,H216,216,H,The hopeful girl wished upon a star up,1,2
