ListNumber,Code,OriginalID,Item,Cloze,Sentence,RegionPlacement,OriginalList
4,1H371,H37,37,H,Ben unloaded the bags of cement from the back of the truck,1,1
4,3L383,L38,38,L,Earlier the dock worker saw a beautiful white shark in the,3,3
4,2M392,M39,39,M,The group of bikers crossed more than six lanes,2,2
4,1H401,H40,40,H,Her vision was terrible and she has to wear,1,1
4,3L413,L41,41,L,The detective arrived at the crime scene he looked for a pulse and called,3,3
4,2M422,M42,42,M,No one has told the sailors that there is something wrong with the,2,2
4,1H431,H43,43,H,At storytime the preschoolers have to sit in,1,1
4,3L443,L44,44,L,His mom sternly warned him because it was very sharp at then,3,3
4,2M452,M45,45,M,When he crashed his car he decided to hire a lawyer,2,2
4,1H461,H46,46,H,Lines of longitude go from the north to the,1,1
4,3L473,L47,47,L,They knew that Harry kept her awake by barking through the,3,3
4,2M482,M48,48,M,My cousin usually kept her phone plugged in under her pillow in,2,2
4,1H491,H49,49,H,Before the weight lifting tournament he needed to build some,1,1
4,3L503,L50,50,L,Samantha and Karen suspected it was under the net in the high school,3,3
4,2M512,M51,51,M,The cook was chopping up the parsley and a carrot that,2,2
4,1H521,H52,52,H,The kitten was playing with a ball of yarn,1,1
4,3L533,L53,53,L,The girl was extremely excited that she was going to learn ballet from an,3,3
4,2M542,M54,54,M,My brother moved and transferred to a new school by,2,2
4,1H551,H55,55,H,The man used the helium to inflate the red balloon,1,1
4,3L563,L56,56,L,At the market he bought a new type of wine from,3,3
4,2M572,M57,57,M,She used the pressure cooker to steam lots of rice on,2,2
4,1H581,H58,58,H,The airport was crowded and the passengers couldn't board the plane,1,1
4,3L593,L59,59,L,The parents were worried about Jason because he was very short for his,3,3
4,2M602,M60,60,M,My older brother refused to touch the large spider on,2,2
4,1H611,H61,61,H,Following his orders the terrorist threatened to drop the bomb,1,1
4,3L623,L62,62,L,My uncle is installing solar panels on his farm in,3,3
4,2M632,M63,63,M,Ben didn't like his vacuum cleaner because it was too heavy,2,2
4,1H641,H64,64,H,The bride refused to invite her father to the wedding,1,1
4,3L653,L65,65,L,The substitute teacher was pretty impressed by the length of the sentence in the,3,3
4,2M662,M66,66,M,She couldn't read the book because her brother was blocking the light in,2,2
4,1H671,H67,67,H,The tiny maple sapling has grown into a large tree in,1,1
4,3L683,L68,68,L,The two researchers working in the clinical program needed lots of paper for taking,3,3
4,2M692,M69,69,M,The homeowner was cleaning up the driveway using a rake earlier,2,2
4,1H701,H70,70,H,To read the prophecy he unrolled the ancient,1,1
4,3L713,L71,71,L,The landlord who lived downstairs bought a new book at the,3,3
4,2M722,M72,72,M,None of the players heard his whistle during the,2,2
4,3H731,H73,73,H,Then the genie granted his third and final wish,1,3
4,2L743,L74,74,L,She decided that she shouldn't write a children's story about a witch after,3,2
4,1M752,M75,75,M,The biologist knew that there were bears living in the cave in,2,1
4,3H761,H76,76,H,The dentist was teaching Emma how to clean her,1,3
4,2L773,L77,77,L,The elderly man started to choke and sputter while drinking the juice at,3,2
4,1M782,M78,78,M,He had difficulty speaking because he had a broken tooth that,2,1
4,3H791,H79,79,H,The senator campaigned in order to win the election that,1,3
4,2L803,L80,80,L,We noticed Brian had a nice looking haircut with clean,3,2
4,1M812,M81,81,M,When Peter's dark secret was discovered everyone knew he was a liar with,2,1
4,3H821,H82,82,H,Jack forgot about the cookies baking in the,1,3
4,2L833,L83,83,L,On some campuses many of the students don't want to vote for some,3,2
4,1M842,M84,84,M,The doctor said I have something stuck in my throat which,2,1
4,3H851,H85,85,H,To wash your clothes whiter you should add a little bleach,1,3
4,2L863,L86,86,L,When Jeff went to the sports equipment store he bought a rope made of,3,2
4,1M872,M87,87,M,For my fiancee's upcoming birthday I bought her a ring with a,2,1
4,3H881,H88,88,H,The owner paid the children to mow the lawn in front,1,3
4,2L893,L89,89,L,The men said that I shouldn't approach the heated pool after,3,2
4,1M902,M90,90,M,The old woman with the painful sunburn tried to get some relief like,2,1
4,3H911,H91,91,H,His green pen had just run out of ink,1,3
4,2L923,L92,92,L,The driver was waiting for the car to dry behind the,3,2
4,1M932,M93,93,M,My friend always kept a large bag of chocolate bars in his desk near,2,1
4,3H941,H94,94,H,The boy scouts hurried back to set up camp after,1,3
4,2L953,L95,95,L,The young students learned some interesting facts about the desert in,3,2
4,1M962,M96,96,M,The chief of police found the suicide note on the bed in,2,1
4,3H971,H97,97,H,Using ice and snow the traditional Eskimo family built a small igloo,1,3
4,2L983,L98,98,L,He visited the catacombs and he thought it was boring and,3,2
4,1M992,M99,99,M,She wore a beautiful gown and a veil made,2,1
4,3H1001,H100,100,H,To display the roses Katie put them in an expensive vase,1,3
4,2L1013,L101,101,L,They needed some land to build their own small business in,3,2
4,1M1022,M102,102,M,The firefighter noticed there was smoke coming out of the chimney of,2,1
4,3H1031,H103,103,H,The cashier asked the customer to swipe,1,3
4,2L1043,L104,104,L,They decided not to go rafting because the river was too narrow and,3,2
4,1M1052,M105,105,M,The technician had to adjust all the lights above the stage all,2,1
4,3H1061,H106,106,H,The artist dipped her brush into a fresh can of paint,1,3
4,2L1073,L107,107,L,At Costco she bought some crisp apples and lots of jelly made from,3,2
4,1M1082,M108,108,M,We decided to buy the cook a silver knife that,2,1
4,3H1091,H109,109,H,Sarah pulled the book off the shelf,1,3
4,2L1103,L110,110,L,Timmy listened to hear if the men would say grace around the,3,2
4,1M1112,M111,111,M,Despite his best efforts he couldn't recognize a single word the,2,1
4,3H1121,H112,112,H,Even the professional dry cleaner wasn't able to remove the stain,1,3
4,2L1133,L113,113,L,She was always rude and obnoxious around her teachers and sisters at,3,2
4,1M1142,M114,114,M,After catching the animals the poachers cut off their tusks,2,1
4,3H1151,H115,115,H,The website login asked for my username and password,1,3
4,2L1163,L116,116,L,Because he's visiting his grandma soon he needed to buy a suit at,3,2
4,1M1172,M117,117,M,He opened up the oven to remove the baked potato that,2,1
4,3H1181,H118,118,H,Gasoline usually costs about three dollars for,1,3
4,2L1193,L119,119,L,Melissa has difficulty when she's picking a type of coffee at the,3,2
4,1M1202,M120,120,M,Her new skirt was made out of black leather and,2,1
4,3H1211,H121,121,H,The birthday card was funny and made me,1,3
4,2L1223,L122,122,L,While cleaning out the cluttered closet Helen found both of the dice last,3,2
4,1M1232,M123,123,M,He didn't drive home because the roads were getting,2,1
4,3H1241,H124,124,H,Maria thought she looked great in her little black,1,3
4,2L1253,L125,125,L,The new factory produced a large amount of wool that was very,3,2
4,1M1262,M126,126,M,This powder might make you itch or sneeze around,2,1
4,3H1271,H127,127,H,For their anniversary in Seattle they booked a room at a nice,1,3
4,2L1283,L128,128,L,She didn't want to make a judgement based on the first kiss on the,3,2
4,1M1292,M129,129,M,The young woman was inspired by the scientist and the doctor at,2,1
4,3H1301,H130,130,H,The creature was either an octopus or a giant squid,1,3
4,2L1313,L131,131,L,After several rounds of auditions she never heard back from the band that she,3,2
4,1M1322,M132,132,M,Outside in the back yard they needed a long hose with,2,1
4,3H1331,H133,133,H,The soccer team celebrated after their player scored a goal,1,3
4,2L1343,L134,134,L,He forgot to stock up on that type of soap,3,2
4,1M1352,M135,135,M,Mike was searching around in the kitchen for a small metal spoon with a,2,1
4,3H1361,H136,136,H,For Halloween they were carving a large pumpkin at,1,3
4,2L1373,L137,137,L,After finishing up at the store they went to the library down the,3,2
4,1M1382,M138,138,M,The breeze lifted all the leaves in front of,2,1
4,3H1391,H139,139,H,The doctor wore the sterile rubber gloves,1,3
4,2L1403,L140,140,L,In his textbook there's a drawing of a cell in a living,3,2
4,1M1412,M141,141,M,The steam from her shower collected in a big puddle on,2,1
4,3H1421,H142,142,H,To keep the dough from sticking she dusted her hands with flour,1,3
4,2L1433,L143,143,L,The girl was planning to buy some more eggs after,3,2
4,1M1442,M144,144,M,The forest fire was started by a single match which,2,1
4,2H1451,H145,145,H,Because he loved to work the land Jim became a farmer,1,2
4,1L1463,L146,146,L,While she was shopping yesterday she bought an elegant frame made of,3,1
4,3M1472,M147,147,M,There were lots of intimidating guards stationed at the border,2,3
4,2H1481,H148,148,H,My son saw the bird pecking at the soil using its,1,2
4,1L1493,L149,149,L,When school ended my friends just wanted to drink at the,3,1
4,3M1502,M150,150,M,The couple camped near the side of the mountain in,2,3
4,2H1511,H151,151,H,Everett lit the campfire while I pitched the tent,1,2
4,1L1523,L152,152,L,The house sits between two shops in a valley somewhere in,3,1
4,3M1532,M153,153,M,The farmer gave milk to the brown calf in,2,3
4,2H1541,H154,154,H,On Halloween the costumed children grabbed several pieces of,1,2
4,1L1553,L155,155,L,The celebrity showed signs of an overdose in the motel,3,1
4,3M1562,M156,156,M,Before the cameras started rolling the actress suddenly lost her voice and,2,3
4,2H1571,H157,157,H,The store reduced their prices during the annual sale which,1,2
4,1L1583,L158,158,L,On television the Olympic athlete picked up his bow and,3,1
4,3M1592,M159,159,M,He had never been bitten by that type of snake in,2,3
4,2H1601,H160,160,H,At the bar the man sat on a stool,1,2
4,1L1613,L161,161,L,When the actor approached the audience he started shaking all of a,3,1
4,3M1622,M162,162,M,Even though she's blind she appreciates many types of art from,2,3
4,2H1631,H163,163,H,After hours of brainstorming they had run out of ideas to,1,2
4,1L1643,L164,164,L,The homeless woman tried to inject some insulin to control her blood,3,1
4,3M1652,M165,165,M,The nuns were praying beside the wooden cross made,2,3
4,2H1661,H166,166,H,To record some high school memories he had everyone sign his,1,2
4,1L1673,L167,167,L,The accountant put all of the old documents in the attic at,3,1
4,3M1682,M168,168,M,When it's locked in a cage it can no longer fly or,2,3
4,2H1691,H169,169,H,The boy scout navigated using a map and a compass,1,2
4,1L1703,L170,170,L,Because football season is over Bill is now training to play hockey at,3,1
4,3M1712,M171,171,M,The weather's been so nice that the plants have started to bloom,2,3
4,2H1721,H172,172,H,In polluted cities you can barely breathe,1,2
4,1L1733,L173,173,L,Before leaving the maternity ward someone checked the baby's diaper for,3,1
4,3M1742,M174,174,M,The farmers were selling a lot of fruit,2,3
4,2H1751,H175,175,H,At the sawmill they slice logs into long planks of wood,1,2
4,1L1763,L176,176,L,In the corner of his eye he saw a white dove with outstretched,3,1
4,3M1772,M177,177,M,Brenda is the editor and she recently decided to switch the font of,2,3
4,2H1781,H178,178,H,Driving in the countryside I could only hear static on the,1,2
4,1L1793,L179,179,L,The rescue workers just learned that the captain had died on the island in,3,1
4,3M1802,M180,180,M,To keep their relationship secret they usually meet at night in,2,3
4,2H1811,H181,181,H,Pam received a rose but preferred any other species of flower,1,2
4,1L1823,L182,182,L,The princess could not be awakened by the spell for some,3,1
4,3M1832,M183,183,M,It's easy to recognize a bumblebee because of its stripes,2,3
4,2H1841,H184,184,H,Eric comforted his tearful son and sang him to sleep after,1,2
4,1L1853,L185,185,L,At the Italian restaurant they had trouble reading the small sign in the,3,1
4,3M1862,M186,186,M,Because it was rare he could get some money from selling the coin,2,3
4,2H1871,H187,187,H,The angry visitor said hello but he refused to shake my hand,1,2
4,1L1883,L188,188,L,The hotel didn't have coffee so instead they drank soda all the,3,1
4,3M1892,M189,189,M,The woman accidentally poked herself with the tip of the needle,2,3
4,2H1901,H190,190,H,The soprano auditioned for the church choir,1,2
4,1L1913,L191,191,L,The people outside were avoiding the group of bees in the,3,1
4,3M1922,M192,192,M,After decades the instructor decided to switch to a new brand of chalk,2,3
4,2H1931,H193,193,H,In Santa's workshop the toys are made by the elves,1,2
4,1L1943,L194,194,L,The factory produces noxious chemicals that can damage your skin quite,3,1
4,3M1952,M195,195,M,My wife didn't notice that I added some more sugar,2,3
4,2H1961,H196,196,H,Long before he saw the ambulance's lights he heard the siren off,1,2
4,1L1973,L197,197,L,The accomplished artist carved the design on the large wooden shield covered in,3,1
4,3M1982,M198,198,M,On the last day there was a huge party that made the,2,3
4,2H1991,H199,199,H,Eric sued the taxi driver and took him to,1,2
4,1L2003,L200,200,L,When their mother was home they could have brownies and tea on the back,3,1
4,3M2012,M201,201,M,At the premier she wore a black dress and some red lipstick that,2,3
4,2H2021,H202,202,H,The hungry monkey was trying to peel the,1,2
4,1L2033,L203,203,L,While cleaning up outside Jerry had to throw away a nest made of,3,1
4,3M2042,M204,204,M,Our son was innocent and shouldn't have been arrested for murder,2,3
4,2H2051,H205,205,H,On the queen's head the priest placed a golden crown,1,2
4,1L2063,L206,206,L,The students were learning about the army after,3,1
4,3M2072,M207,207,M,Of all the animals the flamingo is known for its long neck and,2,3
4,2H2081,H208,208,H,She's locked out because she forgot to take her,1,2
4,1L2093,L209,209,L,They were learning another important rule of chess at Victor's,3,1
4,3M2102,M210,210,M,They were finally able to solve the mouse problem with poison,2,3
4,2H2111,H211,211,H,The collector's most valuable coins were made of silver and,1,2
4,1L2123,L212,212,L,She threw away her meal because it was too sour and,3,1
4,3M2132,M213,213,M,The cafeteria in the prison was covered in blood from,2,3
4,2H2141,H214,214,H,He liked to study in the library because it was very,1,2
4,1L2153,L215,215,L,James didn't have enough money for the hook with the sharp,3,1
4,3M2162,M216,216,M,The sticker was shaped like a star up in,2,3
